document_name,document_group,issue_or_prepare_place,issue_channel,submit_to,submit_to_local_task_key,submit_to_graph_function_key,required_for,when_needed,prerequisite_summary,graph_requirement_count,graph_document_node_count,source_url,source_title,section_path,source_document_id,chunk_id,evidence_text
영업정지 등의 요구 통지,세무/사업자등록,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,관할 세무서 또는 홈택스,business_registration,tax_registration,주류 면허 등에 관한 법률 제26조 영업정지 등의 요구,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=286429&type=JSON,주류 면허 등에 관한 법률 제26조 영업정지 등의 요구,주류 면허 등에 관한 법률 제26조 영업정지 등의 요구,law_주류_면허_등에_관한_법률,evchunk_bcb4d2364bffa2,"① 관할 세무서장은 「식품위생법」에 따른 영업허가를 받은 장소에서 주류 판매업을 하는 자가 납세증명표지가 없는 주류, 면허 없이 제조한 주류 또는 「주세법」 제20조에 따른 면세받은 주류를 가지고 있거나 판매한 경우에는 해당 주무관청에 그 영업의 정지 또는 허가취소를 요구할 수 있다."
영업정지명령,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 제75조 허가취소 등,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=001805&type=JSON,식품위생법 제75조 허가취소 등,식품위생법 제75조 허가취소 등,law_식품위생법,evchunk_14a449f14c438e,식품위생법 제75조 허가취소 등 75 허가취소 등 제75조(
영업허가 등 인허가 서류 사본,식품영업 운영/변경,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서 또는 관련 운영 기준 담당기관,food_business_report,food_hygiene,커피 및 부자재의 구입,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=3&cciNo=4&cnpClsNo=1,커피 및 부자재의 구입,커피 및 부자재의 구입 > 원두 등을 직접 수입하여 판매할 경우에 참고하세요. 원두 등을 직접 수입하는 경우,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_4_cnpClsNo_1,evchunk_6e2e114d2c5ae2,"√ 영업허가 등 인허가 서류 사본 또는 품목제조보고서 사본( 「대외무역법」 에 따라 외화획득용으로 수입하는 원료나 자사제품 제조용 원료로 수입하는 경우만 해당하며, 전산상으로 확인되는 경우는 제외)"
영업허가 또는 등록 취소 등,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 제75조 허가취소 등,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=001805&type=JSON,식품위생법 제75조 허가취소 등,식품위생법 제75조 허가취소 등,law_식품위생법,evchunk_14a449f14c438e,75 허가취소 등 제75조(허가취소 등) ① ① 식품의약품안전처장 또는 특별자치시장ㆍ특별자치도지사ㆍ시장ㆍ군수ㆍ구청장은 영업자가 다음 각 호의 어느 하나에 해당하는 경우에는 대통령령으로 정하는 바에 따라 영업허가 또는 등록을 취소하거나
영업허가 및 영업등록 등에 관한 사무,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 시행령 제65조 민감정보 및 고유식별정보의 처리,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=004097&type=JSON,식품위생법 시행령 제65조 민감정보 및 고유식별정보의 처리,식품위생법 시행령 제65조 민감정보 및 고유식별정보의 처리,law_식품위생법_시행령,evchunk_45b038ea7c86b1,"4. 4. 법 제37조에 따른 영업허가, 영업신고, 영업등록 등에 관한 사무"
영업허가 제한 관련 서류,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 제38조 영업허가 등의 제한,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=001805&type=JSON,식품위생법 제38조 영업허가 등의 제한,식품위생법 제38조 영업허가 등의 제한,law_식품위생법,evchunk_59a0dce288e7a4,식품위생법 제38조 영업허가 등의 제한 38 영업허가 등의 제한 제38조(영업허가 등의 제한) ① ① 다음 각 호의 어느 하나에 해당하면 제37조제1항에 따른 영업허가를 하여서는 아니 된다.
영업허가 취소 관련 문서,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 제38조 영업허가 등의 제한,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=001805&type=JSON,식품위생법 제38조 영업허가 등의 제한,식품위생법 제38조 영업허가 등의 제한,law_식품위생법,evchunk_59a0dce288e7a4,식품위생법 제38조 영업허가 등의 제한 38 영업허가 등의 제한 제38조(
영업허가 취소 관련 서류,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 제75조 허가취소 등,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=001805&type=JSON,식품위생법 제75조 허가취소 등,식품위생법 제75조 허가취소 등,law_식품위생법,evchunk_14a449f14c438e,"전처장 또는 특별자치시장ㆍ특별자치도지사ㆍ시장ㆍ군수ㆍ구청장은 영업자가 다음 각 호의 어느 하나에 해당하는 경우에는 대통령령으로 정하는 바에 따라 영업허가 또는 등록을 취소하거나 6개월 이내의 기간을 정하여 그 영업의 전부 또는 일부를 정지하거나 영업소 폐쇄(제37조제4항에 따라 신고한 영업만 해당한다. 이하 이 조에서 같다)를 명할 수 있다. 다만, 식품접객영업자가 제13호("
영업허가를 받은 단란주점 및 유흥주점 영업자가 허가받은 사항 중 변경하는 경미한 사항에 대한 문서,식품영업 운영/변경,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서 또는 관련 운영 기준 담당기관,food_business_report,food_hygiene,허가 및 신고사항의 변경,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=6&cciNo=1&cnpClsNo=1,허가 및 신고사항의 변경,허가 및 신고사항의 변경 > 경미한 허가사항의 변경 변경신고의 대상 영업의 허가를 받은 단란주점 및 유흥주점 영업자가,easylaw_840_body_ov_csmSeq_840_ccfNo_6_cciNo_1_cnpClsNo_1,evchunk_cff4a7909a0bd0,영업허가를 받은 단란주점 및 유흥주점 영업자가 위 경미한 사항을 변경한 경우에는 변경한 날부터 7일 이내에 허가사항 변경 신청·신고서( 「식품위생법 시행규칙」 별지 제36호서식 )에 허가증을 첨부하여 허가관청에 제출하면 됩니다
영업허가신청서,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,영업허가,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=5&cciNo=1&cnpClsNo=2,영업허가,영업허가 > 영업허가 절차 영업허가 신청 시 제출서류 영업허가를 받으려면 영업에 필요한 시설을 갖춘,easylaw_839_body_ov_csmSeq_839_ccfNo_5_cciNo_1_cnpClsNo_2,evchunk_7e171349448294,1. 영업허가신청서( 「식품위생법 시행규칙」 별지 제30호서식 )
영업허가증 또는 영업신고증,식품영업 결과물,자치구 식품위생 담당부서,구비서류 제출 후 신고 수리 시 발급,자치구 식품위생 담당부서 또는 관할 세무서,food_business_report,food_hygiene,폐업 신고,사업자등록 신청 전,"위생교육, 건강진단결과서, 임대차계약서 등 영업신고 구비서류 선행",1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=5&cciNo=1&cnpClsNo=1,폐업 신고,폐업 신고 > 폐업을 하는 경우에는 이를 신고해야 합니다.,easylaw_706_body_ov_csmSeq_706_ccfNo_5_cciNo_1_cnpClsNo_1,evchunk_9ee8e2fccc07c5,폐업신고를 하려는 자는 폐업신고서에 영업허가증 또는 영업신고증을 첨부해 식품의약품안전처장 또는 특별자치시장·특별자치도지사·시장·군수·구청장에게 제출해야 합니다
영업허가증 및 영업신고증,식품영업 결과물,자치구 식품위생 담당부서,구비서류 제출 후 신고 수리 시 발급,자치구 식품위생 담당부서 또는 관할 세무서,food_business_report,food_hygiene,폐업신고,사업자등록 신청 전,"위생교육, 건강진단결과서, 임대차계약서 등 영업신고 구비서류 선행",2,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=6&cciNo=2&cnpClsNo=2&menuType=cnpcls,본문,본문 > 「식품위생법」 상 폐업신고 폐업신고 영업의 허가를 받거나 신고를 한 자가 그 영업을,easylaw_840_body_fNo_6_cciNo_2_cnpClsNo_2_menuType_cnpcls,evchunk_82861be8868a3d,에 영업허가증 및 영업신고증을 첨부하여 허가관청 및 신고관청에 제출해야 합니다(
영업허가증 사본 또는 영업신고증 사본,식품영업 결과물,자치구 식품위생 담당부서,구비서류 제출 후 신고 수리 시 발급,관할 세무서 또는 홈택스,business_registration,tax_registration,주류 면허 등에 관한 법률 시행령 제9조 주류 판매업면허의 의제,사업자등록 신청 전,"위생교육, 건강진단결과서, 임대차계약서 등 영업신고 구비서류 선행",1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=280897&type=JSON,주류 면허 등에 관한 법률 시행령 제9조 주류 판매업면허의 의제,주류 면허 등에 관한 법률 시행령 제9조 주류 판매업면허의 의제,law_주류_면허_등에_관한_법률_시행령,evchunk_53172a93a41f5a,① ① 법 제5조제2항에 따라 주류 판매에 관한 신고를 하려는 자는 영업허가를 받은 날 또는 영업을 시작한 날부터 30일 이내에 다음 각 호의 사항을 적은 신고서를 판매장 관할 세무서장에게 제출해야 한다. 이 경우 「식품위생법」에 따른 영업허가를 받거나 영업신고를 한 자는 영업허가증 사본 또는 영업신고증 사본을 첨부해야 한다.
"영업허가증, 영업신고증 또는 영업등록증",식품영업 결과물,자치구 식품위생 담당부서,구비서류 제출 후 신고 수리 시 발급,자치구 식품위생 담당부서 또는 관련 운영 기준 담당기관,food_business_report,food_hygiene,식품위생법 시행규칙 제48조 영업자 지위승계 신고,사업자등록 신청 전,"위생교육, 건강진단결과서, 임대차계약서 등 영업신고 구비서류 선행",1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제48조 영업자 지위승계 신고,식품위생법 시행규칙 제48조 영업자 지위승계 신고,law_식품위생법_시행규칙,evchunk_d75c868965ed8f,"① ① 법 제39조제3항에 따른 영업자의 지위승계 신고를 하려는 자는 별지 제49호서식의 영업자 지위승계 신고서에 다음 각 호에서 정하는 바에 따른 서류를 첨부하여 허가관청, 신고관청 또는 등록관청에 제출해야 한다."
영업허가증·영업신고증·영업등록증 및 관련 서류,식품영업 결과물,자치구 식품위생 담당부서,구비서류 제출 후 신고 수리 시 발급,자치구 식품위생 담당부서,food_admin_disposition_history,food_hygiene,영업자 지위승계 신고,사업자등록 신청 전,"위생교육, 건강진단결과서, 임대차계약서 등 영업신고 구비서류 선행",1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=5&cciNo=2&cnpClsNo=1,영업자 지위의 승계,영업자 지위의 승계 > 영업자 지위승계 신고 지위승계 신고 영업자의 지위를 승계한 자는 1개월 이내에 그,easylaw_839_body_ov_csmSeq_839_ccfNo_5_cciNo_2_cnpClsNo_1,evchunk_c8a0235b5f0688,"공통서류 영업허가증, 영업신고증 또는 영업등록증"
예비군식당 운영계약에 관한 서류,식품영업신고,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품관련영업신고,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000021&HighCtgCD=A09006&tp_seq=02,식품관련영업신고,식품관련영업신고 > 민원인이 제출해야하는 서류 > 예비군식당 운영계약에 관한 서류,gov24_food_business_report,evchunk_gov24_food_business_required_11,예비군식당 운영계약에 관한 서류 1부(군사시설에서 ｢식품위생법 시행령｣ 제21조제8호나목의 일반음식점영업을 하려는 경우만 해당합니다)
옥외광고물 등의 표시허가(신고) 서류,간판/옥외광고물,정부24 또는 자치구 옥외광고물 담당부서,온라인 신청 또는 방문 제출,자치구 옥외광고물 담당부서,outdoor_ad_report,outdoor_ad,옥외광고물 등의 표시허가(신고),간판 설치 전,표시 위치·규격·도안·소유자 승낙 여부 확인,1,1,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=13100000152&HighCtgCD=A09006,옥외광고물 등의 표시허가(신고),옥외광고물 등의 표시허가(신고) > 서비스 개요,gov24_outdoor_ad_permit_report,evchunk_fc00bc82d79f50,옥외광고물등표시(변경)허가신청(신고)서
옥외광고물 표시 신청서,간판/옥외광고물,정부24 또는 자치구 옥외광고물 담당부서,온라인 신청 또는 방문 제출,자치구 옥외광고물 담당부서,outdoor_ad_report,outdoor_ad,옥외광고물 등의 표시허가(신고),간판 설치 전,표시 위치·규격·도안·소유자 승낙 여부 확인,1,1,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=13100000152&HighCtgCD=A09006,옥외광고물 등의 표시허가(신고),옥외광고물 등의 표시허가(신고) > 기본정보,gov24_outdoor_ad_permit_report,evchunk_dead1f0754d4fd,기본정보 제공 내용 이 민원은 옥외광고물 등을 허가(신고) 받고자 하는 자가 옥외광고물 등을 허가 또는 신고하는 민원사무입니다.
옥외광고물(간판) 허가 및 신고증,간판/옥외광고물,정부24 또는 자치구 옥외광고물 담당부서,온라인 신청 또는 방문 제출,자치구 옥외광고물 담당부서,outdoor_ad_report,outdoor_ad,,간판 설치 전,사업자등록증,0,1,https://www.easylaw.go.kr/CSP/CsmMain.laf?csmSeq=1966,푸드트럭 창업·운영 / 푸드트럭 창업·운영,"푸드트럭 창업·운영 / 푸드트럭 창업·운영 > 푸드트럭 영업 준비 푸드트럭 영업 준비 절차 ※ 단계별 준비기간, 소요 시간",easylaw_1966_body_asylaw_go_kr_CSP_CsmMain_laf_csmSeq_1966,evchunk_3831057c287364,
완성검사증명서,소방/LPG/기반시설,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,관할 소방서 또는 관련 기반시설 담당기관,fire_safety_completion,fire_safety,영업에 필요한 기반시설 설치,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=3&cciNo=1&cnpClsNo=2,영업에 필요한 기반시설 설치,영업에 필요한 기반시설 설치 > 액화석유가스 사용시설의 설치 및 사용 액화석유가스 사용시설의 설치 액화석유가스를 사용하려는 자는 「액화석유가스의,easylaw_839_body_ov_csmSeq_839_ccfNo_3_cciNo_1_cnpClsNo_2,evchunk_d700d417011fba,완성검사증명서 발급 액화석유가스 사용시설이 「액화석유가스의 안전관리 및 사업법 시행규칙」 별표 20 에 따른 완성검사 기준에 합격한 경우에는 한국가스안전공사로부터 완성검사 증명서(합격한 자가 동의하는 경우 전자문서로 된 증명서를 포함)( 「액화석유가스의 안전관리 및 사업법 시행규칙」 별지 제46호서식 )를 발급받습니다
완성도면,도면/공사 첨부서류,"신청인, 설계·시공업체 또는 주요지하매설물 관리자",도면·의견서·복구계획 작성 후 첨부,관할 소방서 또는 관련 기반시설 담당기관,fire_safety_completion,fire_safety,영업에 필요한 기반시설 설치,해당 인허가 신청 시,설치 위치·면적·공사 범위와 굴착 여부 확인,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=3&cciNo=1&cnpClsNo=2,영업에 필요한 기반시설 설치,영업에 필요한 기반시설 설치 > 액화석유가스 사용시설의 설치 및 사용 액화석유가스 사용시설의 설치 액화석유가스를 사용하려는 자는 「액화석유가스의,easylaw_839_body_ov_csmSeq_839_ccfNo_3_cciNo_1_cnpClsNo_2,evchunk_d700d417011fba,해당 시설에 대한 한국가스안전공사 사장이 정하는 완공도면과 시공현황을 첨부하여
외국인근로자 채용 관련 서류,노무/4대보험,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,4대사회보험 정보연계센터 또는 국민연금/건강보험/근로복지공단/고용센터,,,근로 계약 및 채용,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=1,근로 계약 및 채용,근로 계약 및 채용 > 퇴직금의 지급 퇴직금제도의 설정 퇴직금제도를 설정하려는 사용자는 계속근로기간 1년에 대해 30일분 이상의,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_5e6682b62d147a,"외국인근로자를 채용하려면 우선, 고용지원센터에 내국인 근로자 구인신청을 하고, 7일 이상 내국인근로자를 채용하기 위한 노력을 해야 해요( 「외국인근로자의 고용 등에 관한 법률」 제6조 제1항, 「외국인근로자의 고용 등에 관한 법률 시행령」 제13조의4 제2호 및 「외국인근로자의 고용 등에 관한 법률 시행규칙」 제5조의2 제1항제2호)"
외국인근로자의 채용 및 고용 관련 서류,노무/4대보험,4대사회보험 정보연계센터 또는 각 보험기관,온라인 신고 또는 기관별 제출,4대사회보험 정보연계센터 또는 국민연금/건강보험/근로복지공단/고용센터,,,근로 계약 및 채용,근로자 채용 시,근로계약 및 사업장 정보 준비,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=4&cciNo=1&cnpClsNo=1,근로 계약 및 채용,근로 계약 및 채용 > 퇴직금의 지급 퇴직금제도의 설정 퇴직금제도를 설정하려는 사용자는 계속근로기간 1년에 대해 30일분 이상의,easylaw_840_body_ov_csmSeq_840_ccfNo_4_cciNo_1_cnpClsNo_1,evchunk_5e6682b62d147a,"이처럼 외국인근로자를 채용한 경우에도 내국인근로자와 동등하게 대우하고 국내법에 따라 권익을 보호하는 조치를 해야 한다는 것, 꼭 명심하세요~! ※ 외국인 근로자의 채용 및 고용 등에 관한 자세한 내용은 이 사이트의 『외국인근로자 취업』 에서 확인할 수 있습니다."
원산지 표기 영수증,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,농수산물 및 가공품의 원산지 표시,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=2&cciNo=2&cnpClsNo=1,농수산물 및 가공품의 원산지 표시,농수산물 및 가공품의 원산지 표시 > 영수증이나 거래명세서 등의 비치·보관 의무 원산지 등이 기재된 영수증 등의 비치 원산지를,easylaw_840_body_ov_csmSeq_840_ccfNo_2_cciNo_2_cnpClsNo_1,evchunk_5a65a889a4cc3e,인쇄체크 영수증이나 거래명세서 등의 비치·보관 의무 원산지 등이 기재된 영수증 등의 비치 원산지를 표시해야 하는 자는 다른 법률에 따라 발급받은 원산지 등이 기재된 영수증이나 거래명세서 등을 매입일부터 6개월간 비치·보관해야 합니다
원산지 표시 요령,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,농수산물 및 가공품의 원산지 표시,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=2&cciNo=2&cnpClsNo=1,농수산물 및 가공품의 원산지 표시,"농수산물 및 가공품의 원산지 표시 > 원산지의 표시 원산지 표시대상 휴게음식점영업, 일반음식점영업, 위탁급식영업 또는 집단급식소 를 설치·운영하는 자는",easylaw_840_body_ov_csmSeq_840_ccfNo_2_cciNo_2_cnpClsNo_1,evchunk_9e64e272348179,그 밖에 원산지 표시 대상 및 방법에 대한 내용은 「농수산물의 원산지표시 요령」 에서 확인할 수 있습니다
원상회복 명령,도로점용,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 도로점용 담당부서,road_occupation_permit,road_occupation,도로법 제73조 원상회복,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=280119&type=JSON,도로법 제73조 원상회복,도로법 제73조 원상회복,law_도로법,evchunk_d5634e99125185,도로관리청은 도로점용허가를 받지 아니하고 도로를 점용한 자에게 상당한 기간을 정하여 도로의 원상회복을 명할 수 있다.
원상회복 의무 고지,도로점용,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 도로점용 담당부서,road_occupation_permit,road_occupation,도로법 제73조 원상회복,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=280119&type=JSON,도로법 제73조 원상회복,도로법 제73조 원상회복,law_도로법,evchunk_d5634e99125185,원상회복하여야 한다.
위생관리책임자 선임신고서,식품영업등록,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,등록관청 또는 자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 시행규칙 제43조 영업의 등록 등,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=007634&type=JSON,식품위생법 시행규칙 제43조 영업의 등록 등,식품위생법 시행규칙 제43조 영업의 등록 등,law_식품위생법_시행규칙,evchunk_7e69234ebc90fc,제55조제1항에 따른 위생관리책임자 선임신고서
위생교육 수료증,식품영업 선행교육,업종별 식품위생교육기관,기관 선택 후 신청·결제·수강·수료증 출력,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품관련영업신고,영업신고 전,업종별 위생교육 기관 선택; 창업자 인적사항 확인,1,1,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000021&HighCtgCD=A09006&tp_seq=02,식품관련영업신고,식품관련영업신고 > 기본정보,gov24_food_business_report,evchunk_b05df99a45d63a,"기본정보 제공 내용 이 민원은 신고대상 식품관련 영업을 하고자 하는 자가 영업의 종류별, 영업소별로 시장·군수·구청장에게 신고하는 민원입니다. 우편 접수시 해당 민원인 확인이 필요할 수 있으므로 연락처를 기재 바랍니다."
위생교육기관지정관련문서,식품영업 선행교육,업종별 식품위생교육기관,기관 선택 후 신청·결제·수강·수료증 출력,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생교육,영업신고 전,일반음식점/휴게음식점 등 업종에 맞는 교육기관 선택,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=4&cciNo=1&cnpClsNo=2,식품위생교육,식품위생교육 > 식품 위생교육의 실시 식품위생교육 시간 식품접객업 영업을 하려는 자는 6시간의 식품위생교육을 받아야,easylaw_839_body_ov_csmSeq_839_ccfNo_4_cciNo_1_cnpClsNo_2,evchunk_57b48821fa3cad,"식품위생교육 기관 영업을 하려는 자는 다음의 기관에서 식품위생교육 및 위생관리책임자에 대한 교육을 받아야 합니다( 「식품위생법」 제41조 제6항, 「식품위생법 시행규칙」 제51조 제1항 및 「 식품 등 영업자 등에 대한 위생교육기관지정 」)."
위생등급 유효기간 연장신청서( 「식품위생법 시행규칙」 별지 제51호의5서식 ),식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품안심업소 지정,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=840&ccfNo=2&cciNo=1&cnpClsNo=4,식품안심업소 지정,식품안심업소 지정 > 지정 유효기간 유효기간 위생등급의 유효기간은 위생등급을 지정한 날부터 3년으로 합니다( 「식품위생법」 제47조의2,easylaw_840_body_ov_csmSeq_840_ccfNo_2_cciNo_1_cnpClsNo_4,evchunk_ef42a4b7edad92,"유효기간의 연장을 신청하려는 자는 위생등급의 유효기간이 끝나기 60일 전까지 위생등급 유효기간 연장신청서( 「식품위생법 시행규칙」 별지 제51호의5서식 )를 식품의약품안전처장, 시·도지사 또는 시장·군수·구청장에게 제출해야 합니다"
위생등급 지정 고시,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 제47조 식품접객업소등의 위생등급 지정 등,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=001805&type=JSON,식품위생법 제47조 식품접객업소등의 위생등급 지정 등,식품위생법 제47조 식품접객업소등의 위생등급 지정 등,law_식품위생법,evchunk_311d998d881992,식품위생법 제47조 식품접객업소등의 위생등급 지정 등 47 식품접객업소등의 위생등급 지정 등 제47조의2(
위생등급 지정 신청,식품영업,신청인 또는 해당 발급기관 준비,해당 민원 안내에 따라 온라인·방문·첨부 제출,자치구 식품위생 담당부서,food_business_report,food_hygiene,식품위생법 제47조 식품접객업소등의 위생등급 지정 등,관련 인허가 신청 전 또는 신청 시,해당 인허가의 조건과 신청인 자격 확인,1,1,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&ID=001805&type=JSON,식품위생법 제47조 식품접객업소등의 위생등급 지정 등,식품위생법 제47조 식품접객업소등의 위생등급 지정 등,law_식품위생법,evchunk_311d998d881992,식품위생법 제47조 식품접객업소등의 위생등급 지정 등 47 식품접객업소등의 위생등급 지정 등 제47조의2(
